,content,date,like,tags,name,overlap,place
36,"#청주_메이킷슬로우@daily_gamsung오고가는 잔잔한 대화 속채워지는 따뜻한 마음""청주 메이킷슬로우""메이킷슬로우는 신상 감성숙소로청주의 중심가에 위치하고있어요.현관부터 ㄱ자 구조로작은 서재, 쇼파가 있는 거실큰 식탁이 있는 주방이 모두이어져 있는 스튜디오입니다.내부는 이곳저곳 사장님의 센스가가득한 인테리어로 꾸며져있고빔 프로젝터가 구비되어 있어넷플릭스나 유튜브 등 큰 화면으로즐길 수가 있어요!책도 다양하게 비취되어 있어조용하게 독서를 하며 힐링을 하기에도 좋아요!—————————————————🏡'청주 메이킷슬로우'🚩숙소위치👉청주시 상당구 사직대로 361번길 41-1 3층📆예약문의👉www.instagram.com/makitslow/⏰체크인 : PM 15:00⏰체크아웃 : AM 11:00📍가격정보👉비수기 평일 기준 : 210,000원📸Photo by @do_jun_world @with_rosina—————————————————#메이킷슬로우#청주메이킷슬로우#청주감성숙소#청주감성#청주숙소#청주숙소추천#청주여행지#감성에어비앤비#감성에어비엔비#감성숙소추천#감성숙소#감성숙소_청주#청주감성스튜디오#데일리감성#데일리감성_청주#데일리감성_충북",2021-08-17,14,"['#청주_메이킷슬로우@daily_gamsung오고가는', '#메이킷슬로우', '#청주메이킷슬로우', '#청주감성숙소', '#청주감성', '#청주숙소', '#청주숙소추천', '#청주여행지', '#감성에어비앤비', '#감성에어비엔비', '#감성숙소추천', '#감성숙소', '#감성숙소_청주', '#청주감성스튜디오', '#데일리감성', '#데일리감성_청주', '#데일리감성_충북']",청주 메이킷슬로우,0,
37,"#밀양_제니의집@daily_gamsung할머니집처럼 포근하고감성적인 느낌의 게스트하우스""밀양 제니의집""자그마한 정원을 예쁘게 꾸며놓은제니의집은 봄,여름,가을,겨울4계절 모두 각각의 매력을느낄 수 있는 감성적인 게스트하우스에요.하루에 1팀만 받을 수 있기에프라이빗하게 사용이 가능하며2인부터 최대 5인까지 사용이 가능해요.내부 인테리어는 다양한 소품과 그림들로아기자기하게 꾸며져있어아늑하면서도 감성적인 느낌이에요.예전 시골집같은 느낌의 숙소에서온전한 힐링을 느낄 수 있어요!—————————————————🏡'밀양 제니의집'🚩숙소위치👉경남 밀양시 상동면 구곡길 86-1📆예약문의👉booking.naver.com/3/booking/  svc/29830/resoc/1906037👉010-2052-2343 전화, 문자 예약⏰체크인 : PM 15:00⏰체크아웃 : PM 12:00📍가격정보👉비수기 평일 2인 기준 : 100,000📸Photo by @1ike42 @hyeon_doii @yuri.jeon.733—————————————————#제니의집#밀양제니의집#밀양감성숙소#밀양감성민박#밀양감성숙소추천#밀양숙소#밀양숙소추천#밀양숙박#밀양에어비앤비#밀양에어비엔비#경남감성숙소#밀양여행추천#감성숙소추천#감성숙소_밀양#데일리감성#데일리감성_밀양#데일리감성_경남",2021-08-17,12,"['#밀양_제니의집@daily_gamsung할머니집처럼', '#제니의집', '#밀양제니의집', '#밀양감성숙소', '#밀양감성민박', '#밀양감성숙소추천', '#밀양숙소', '#밀양숙소추천', '#밀양숙박', '#밀양에어비앤비', '#밀양에어비엔비', '#경남감성숙소', '#밀양여행추천', '#감성숙소추천', '#감성숙소_밀양', '#데일리감성', '#데일리감성_밀양', '#데일리감성_경남']",밀양 제니의집,0,경상남도 밀양시 상동면 안인리 523-1
38,"#전주_안노이에@daily_gamsung1930년대 적산가옥을현대적인 감각으로 재해석한""전주 안노이에""🏡1930년대의 적산가옥을 재해석해고즈넉한 옛스럼움과 현대적인 느낌이자연스럽게 조화를 이루고 있어요.실내에는 식물이 가득하고모든 창살을 얇게 구현하여시원한 개방감을 느낄 수 있어요.주변엔 객사와 객리단길이 인접해있어볼거리, 먹을거리, 즐길거리가 풍부하고전주 한옥마을까지 도보로 갈 수 있어접근성도 매우 좋아요.주차공간은 제공되지 않으니참고하시길 바래요!—————————————————🏡'전주 안노이에'🚩숙소위치👉전라북도 전주시👉정확한 위치는 예약완료 후에 표시됩니다.📆예약문의👉www.airbnb.co.kr/rooms/39680220⏰체크인 : PM 15:00⏰체크아웃 : AM 11:00📍가격정보👉비수기 평일 기준 : 240,000📸Photo by @yerami91 @y._.jae @_hy_dong—————————————————#안노이에#전주안노이에#전주감성숙소#전주감성#전주감성숙소추천#전주감성스테이#전주감성여행#전주감성한옥#전주한옥숙소#전주숙소추천#전주여행숙소#감성숙소_전주#데일리감성#데일리감성_전주#데일리감성_전북",2021-08-16,19,"['#전주_안노이에@daily_gamsung1930년대', '#안노이에', '#전주안노이에', '#전주감성숙소', '#전주감성', '#전주감성숙소추천', '#전주감성스테이', '#전주감성여행', '#전주감성한옥', '#전주한옥숙소', '#전주숙소추천', '#전주여행숙소', '#감성숙소_전주', '#데일리감성', '#데일리감성_전주', '#데일리감성_전북']",전주 안노이에,0,
39,"#남해_몽도몽유자적 마음 한철 머무는 북스테이""황남채""게스트하우스 몽도는책을 좋아하는 이들이 찾는 북스테이로기자 출신 부부 사장님이 귀촌해꾸며 책 읽기에 딱 좋은 숙소입니다.공용 거실로 사용하는 공간에는책 2000여 권이 빼곡하게 꽂혀있고문학 관련책이 많아요 :)몽도의 공간으로는방란장(별채)은 책과 음악, 이야기가 있는 살롱이고다스림(숙박채)은 마음까지 다독다독 다스리는 잠자리입니다.뜬구름사진관(마당)은오픈 스튜디오로 사진찍기에 최적화된 장소이고망명월(옥상)에서는바람과 함께 밝은 달을 바라볼 수 있어요 :)—————————————————🏡'남해 몽도'🚩숙소위치👉경남 남해군 삼동면 동부대로 1340번길 60📆예약문의👉map.naver.com/v5/entry/place/1221231796⏰체크인 : PM 16:00⏰체크아웃 : AM 11:00📍가격정보👉비수기 평일 2인 기준 50,000원📸Photo by @_gelucke8om_ @2021_05_26————————————————— 전국 감성숙소는 #데일리감성남해로 떠난다면 #데일리감성_남해경상남도 여행은 #데일리감성_경남#몽도#몽도게스트하우스#남해북스테이#남해감성숙소#남해감성여행#남해숙소추천#남해숙소#경남감성숙소#남해게스트하우스#감성숙소추천",2021-08-22,56,"['#남해_몽도몽유자적', '#데일리감성남해로', '#데일리감성_남해경상남도', '#데일리감성_경남', '#몽도', '#몽도게스트하우스', '#남해북스테이', '#남해감성숙소', '#남해감성여행', '#남해숙소추천', '#남해숙소', '#경남감성숙소', '#남해게스트하우스', '#감성숙소추천']['#경주_황남채머무는', '#데일리감성경주로', '#데일리감성_경주경상북도', '#데일리감성_경북', '#황남채', '#경주황남채', '#경주한옥게스트하우스', '#경주숙소추천', '#경주감성숙소', '#경주감성숙소추천', '#경주한옥숙소', '#경주한옥스테이', '#감성숙소추천']",황남채,1,경상북도 경주시 황남동 296-6
40,"#전주_오늘도묘한밤전주 한옥마을 근처에 위치한 넓고 예쁜 마당이 있는 아늑한 한옥 숙소 '오늘도묘한밤'복잡하게 흘러가는 삶에 잠시나마 평온한 쉼을 가져다줄 따뜻함이 가득한 공간으로, 밤이 되면 잔잔하고 고요함 속에서 한옥의 분위기가 더욱 짙어지는 곳입니다.혼자 하는 여행에 온기를 더해줄 '소박한밤'연인과 함께 머물면 더욱 설레는 하루로 기억될 '설레는밤'마음 속에 한번쯤은 품었던 로망인 다락이 있는 '포근한밤'넓은 대청마루가 있어 가만히 앉아 마당을 바라보며 여유로운 시간을 보내실 수 있는 '그리운밤', '잔잔한밤'아늑하고 고요한 밤을 보낼 수 있는 '그윽한밤'가족과 함께하는 여행에 추천드리는 '느긋한밤'이라는 스토리텔링을 가진 아담하지만 아늑하고 편안하게 머무실 수 있는 총 7개의 객실이 있습니다.포토존이 가득한 야외마당과 선선한 공기와 가을 하늘을 가까이에서 즐기실 수 있는 루프탑도 마련되어있습니다. 잔잔하게 흘러나오는 음악과 함께 마루 또는 평상에서 막걸리나 맥주 한 잔하시며 여유를 즐기실 수 있으며, 사전 연락 주시면 예쁜 마당에서 브라이덜샤워, 베이비샤워도 하실 수 있습니다.자유롭게 이용하실 수 있는 셀프바에 준비된 토스트, 커피, 주스 등으로 간단하게 조식을 드실 수 있습니다.한옥을 즐기기에 가장 예쁜 계절인 가을에 전주를 여행하시고 이 곳에서 하루를 더욱 소중히 추억할 수 있는 묘한 밤이 되시길 바랍니다 :)✔️공영주차장 50% 할인✔️전동스쿠터 제휴할인마음의 여유와 힐링을 가져다줄 소박하지만 포근하고 따뜻한 한옥 숙소————————————————오늘도묘한밤위치: 전북 전주시 완산구 전주천동로 44-2체크인: 15:00체크아웃: 11:00가격: 60000원 (설레는밤 기준, 비수기 평일, 객실별 상이)숙소문의: @myohanbam—————————————————🏷감성비앤비와 함께 호캉스 #감성비앤비🏷전주로 떠날 계획이라면 #감성비앤비_전주사진출처: @haena__m @lullaby_95 @myohanbam @nyuumi_ @on_jssoo @seolhwa.flower #홍보 #전주숙소 #전주한옥마을숙소 #전주게스트하우스 #한옥게스트하우스 #전주한옥숙소 #전주에어비앤비 #에어비앤비 #게스트하우스 #전주한옥숙소추천 #전주숙소추천 #전주감성숙소 #한옥스테이 #한옥숙소 #감성숙소 #전주한옥마을 #전주여행 #오늘도묘한밤",2021-09-30,429,"['#전주_오늘도묘한밤전주', '#감성비앤비🏷전주로', '#감성비앤비_전주사진출처:', '#홍보', '#전주숙소', '#전주한옥마을숙소', '#전주게스트하우스', '#한옥게스트하우스', '#전주한옥숙소', '#전주에어비앤비', '#에어비앤비', '#게스트하우스', '#전주한옥숙소추천', '#전주숙소추천', '#전주감성숙소', '#한옥스테이', '#한옥숙소', '#감성숙소', '#전주한옥마을', '#전주여행', '#오늘도묘한밤']",오늘도묘한밤,0,전라북도 전주시 완산구 교동 165-9
41,"#경주_국화맨숀경북 경주에 위치하고있는 오직 한 팀씩만 이용가능한 독채풀빌라숙소 '국화맨숀''국화맨숀'은 경주보문단지 아래 위치하고있는, 모던한 인테리어에 나무로 감성을 입힌 편안하고 즐거운 휴식을 추구하는 공간입니다.오직 두 팀만 사용할 수 있는 독채숙소로, 총 2개의 독채숙소로 나누어져있습니다. 두 객실의 전체적인 분위기는 우드와 모던한 느낌으로 비슷하며, 약 34평의 내부공간과 30평의 마당을 가지고 있습니다. 내부공간은 거실,방2개,욕실,주방,풀빌라로 이루어져있습니다. 넓은 공간만큼 5인까지 인원을 수용할 수 있기 때문에, 6인용 식탁과 65인치 TV가 구비되어있습니다. 방에는 LG시네빔이 있어, 소중한 사람들과 함께 휴식을 취하며 영화도 즐길 수 있습니다. 주방엔 취사가 가능한 공간으로, 조리도구와 커피포트 및 기본양념들이 준비되어있습니다. 국화맨숀의 하이라이트 공간인 풀빌라는 6M*2.5M 크기의 수영장으로, 34도의 미온수로 여름이 아니더라도 편하게 수영을 즐길 수 있습니다. 수영장 밖으로는 경주의 뻥 뚫린 초록초록한 뷰를 볼 수 있고, 햇살도 가득 들어와 더 즐겁게 풀빌라를 이용하실 수 있습니다. 야외마당에는 캠핑테이블과 의자가 준비되어있어, 힐링할 수 있는 공간입니다. 경주에서 연인, 가족과 여행을 계획하고 계시다면 추천드리는 공간입니다 :)경주에 위치한 곳으로, 풀빌라도 즐기고 휴식을 취하기에도 좋은 공간☑️ 현재 바베큐장 이용료 행사 중입니다!☑️ 어메니티 ‘몰튼브라운’————————————————국화맨숀위치: 경북 경주시 천북면 목실길 14체크인 : 15:00체크아웃: 11:00가격 : 450,000원 (비수기 평일 3인 기준)숙소문의: @gughwamansion—————————————————🏷감성비앤비와 함께 호캉스 #감성비앤비🏷경주로 떠날 계획이라면 #감성비앤비_경주사진출처: @ejay_j#홍보 #경주숙소 #경주감성숙소 #경주독채펜션 #경주독채숙소 #경주여행 #경주여행지 #경주독채풀빌라 #독채풀빌라펜션 #풀빌라펜션추천 #경주커플숙소 #경주가족숙소 #국화맨숀",2021-09-29,1058,"['#경주_국화맨숀경북', '#감성비앤비🏷경주로', '#감성비앤비_경주사진출처:', '#홍보', '#경주숙소', '#경주감성숙소', '#경주독채펜션', '#경주독채숙소', '#경주여행', '#경주여행지', '#경주독채풀빌라', '#독채풀빌라펜션', '#풀빌라펜션추천', '#경주커플숙소', '#경주가족숙소', '#국화맨숀']",국화맨숀,0,
42,"#서울_화이트린넨하우스서울 강남에 위치하고 있는 따뜻한 감성을 지닌 곳 '화이트 린넨 하우스''화이트 린넨 하우스'는 바쁜 일상 속 시간을 잠시 멈추고, 작은 쉼을 누리길 바라는 마음으로 만들어진 공간입니다. 전체적으로 화이트, 우드톤으로 이루어져 있으며, 싱그러운 식물들이 포인트가 되어주는 깔끔한 공간입니다.총 7타입 13개의 객실이 있으며, 각기 다른 매력을 지니고 있습니다. 101, B, C 객실은 최대 6명, A, S1, S2, S3 객실은 최대 8명까지 수용 가능합니다.A, B, C, 101 객실은 심플하고 미니멀한 분위기의 고급스러운 공간입니다. 편안하고 안락한 공간을 효율적으로 구성하여 거실, 다이닝 룸, 침실이 한데 어우러진 원룸 형태의 객실입니다. 창문 사이로 들어오는 햇살이 여유로움을 더해줍니다.S1, S2, S3 객실은 스위트룸으로 20평의 공간입니다. S1, S2 객실은 욕조가 있어 편히 휴식을 취할 수 있고, 창문 밖에는 푸른 식물들이 자리하고 있습니다. S3 객실은 길게 뻗어진 주방과 넓은 다이닝룸이 매력적인 공간이며, 효율적인 공간의 분리가 돋보이는 객실입니다.3중 보안으로 안전하고 프라이빗한 공간에서 충분한 휴식을 즐길 수 있을 뿐만 아니라, 여럿이 모여 파티나 브라이덜 샤워를 하기에도 너무 좋은 곳입니다. 가로수길 바로 근처에 위치해있어 즐길 거리가 많고 접근성이 좋아 배달은 물론 취사도 가능한 특별한 공간입니다.서울에 위치하고 있는 청결하고 따뜻한 감성의 공간☑️ 어메니티 : 스페인 럭셔리 스파 브랜드 '네츄라비세'☑️ 넷플릭스 + 유튜브 가능한 스마트 TV 구비 ☑️ 욕조가 있는 객실은 직접 제작한 가운을 제공해 주십니다.☑️ 직접 제작한 청결한 침구류를 제공해 주십니다.————————————————화이트 린넨 하우스위치: 강남구 논현로149길 40 화이트 린넨 하우스체크인 : 15:00체크아웃: 11:00가격 : 150,000원~(주중 기준)숙소문의: @whitelinen.house—————————————————🏷감성비앤비와 함께 호캉스 #감성비앤비🏷서울로 떠날 계획이라면 #감성비앤비_서울사진출처: @whitelinen.house #홍보 #서울숙소 #서울에어비앤비 #서울파티룸 #브라이덜샤워파티 #서울감성숙소 #서울숙소추천 #서울에어비앤비 #감성숙소 #화이트린넨하우스",2021-09-26,483,"['#서울_화이트린넨하우스서울', '#감성비앤비🏷서울로', '#감성비앤비_서울사진출처:', '#홍보', '#서울숙소', '#서울에어비앤비', '#서울파티룸', '#브라이덜샤워파티', '#서울감성숙소', '#서울숙소추천', '#서울에어비앤비', '#감성숙소', '#화이트린넨하우스']",네츄라비세,0,
43,"#울릉도_부티크아우라울릉도에 위치한 우리나라에서 가장 일찍 아름다운 일출을 만나실 수 있는 오션뷰 신축 펜션 '부티크아우라'울릉도에서 가장 큰 항구로 관광의 중심이자 생활인프라가 다 갖춰진 저동항 앞에 위치한 곳으로, 경이롭고 감동적인 울릉도의 일출을 숙소에서 보실 수 있다는게 이 숙소의 하이라이트입니다.전 객실 오션뷰로 탁 트인 에메랄드빛 바다를 한눈에 담으실 수 있으며, 침대에 누워서 바라보는 그림같은 하늘과 바다가 정말 아름다운 곳입니다. 화이트와 우드톤의 인테리어와 소품들로 깔끔하고 따뜻함이 느껴지며, 오션뷰가 펼쳐진 통창으로 탁 트인 개방감을 느끼실 수 있고, 머무시는 내내 시시각각 변하는 아름다운 풍경을 마음껏 누리실 수 있습니다.2-4층 객실은 단층이며, 5층 객실은 복층으로 구성되어있습니다. 주방에는 기본적인 조리도구가 구비되어있어 울릉도 특산물 등을 이용한 맛있는 음식을 해드실 수 있고, 근처에 회센터도 있어 싱싱한 회를 포장하셔서 편안하게 드실 수 있습니다.여행하며 얻은 몸의 피로를 풀고, 다음날 여행에 대한 기대를 가득 안은 채 편안하고 따뜻하게 휴식을 취하실 수 있는 곳입니다.꼭 일찍 일어나셔서 소중한 사람과 주황빛으로 물들어가는 멋진 일출을 바라보며 특별하고 로맨틱한 하루를 시작해보시길 추천드립니다 :)✔️ 현재 오픈이벤트 진행중입니다❗️일반룸 30만원 ➡️ 25만원, 5층 복층룸 55만원 ➡️ 45만원✔️ 렌트카, 울릉도선표예약, 독도선박표, 관광버스, 특산물 등 다양한 할인혜택과 예약서비스를 누리실 수 있습니다!✔️ 여객터미널, 회센터, 편의점, 맛집, 산책로 등 숙소 근처에 모두 갖춰져있어 접근성이 매우 좋습니다!신비롭고 아름다운 울릉도 바다와 일출을 만끽할 수 있는 울릉도 신상 숙소————————————————부티크아우라위치: 울릉군 울릉읍 저동리 48-2체크인: 13:00체크아웃: 10:00가격: 일반룸 300000원(2인기준 최대4인), 복층룸 550000원(4인기준 최대6인), 성수기 기준 • 11월부터 비수기요금 적용됩니다. 현재 오픈 이벤트 진행중입니다❗️숙소문의: @ulleung_aura—————————————————🏷감성비앤비와 함께 호캉스 #감성비앤비🏷울릉도로 떠날 계획이라면 #감성비앤비_울릉도사진출처: @ulleung_aura#홍보 #울릉도숙소 #울릉도숙소추천 #감성숙소 #감성숙소추천 #일출맛집 #해돋이맛집 #해돋이명소 #울릉도숙박 #울릉도펜션 #울릉도호텔 #오션뷰숙소 #오션뷰펜션 #신상숙소 #울릉도여행 #국내여행 #저동항 #울릉도 #부티크아우라",2021-09-25,455,"['#울릉도_부티크아우라울릉도에', '#감성비앤비🏷울릉도로', '#감성비앤비_울릉도사진출처:', '#홍보', '#울릉도숙소', '#울릉도숙소추천', '#감성숙소', '#감성숙소추천', '#일출맛집', '#해돋이맛집', '#해돋이명소', '#울릉도숙박', '#울릉도펜션', '#울릉도호텔', '#오션뷰숙소', '#오션뷰펜션', '#신상숙소', '#울릉도여행', '#국내여행', '#저동항', '#울릉도', '#부티크아우라']",부티크아우라,0,
44,"#제주_서정적인제주 서쪽 한경면에 위치하고있는 서쪽 풍차가 줄지어진 바닷가 앞에 지어진 2층 독채숙소 '서정적인''서정적인'은 신창풍차해안도로 근처에 위치해있는 아름다운 노을을 볼 수 있는 공간입니다. 2층에 위치한 독채숙소로, 모든 공간을 오직 한 팀만 이용할 수 있습니다. 거실과 침실, 테라스, 샤워실(화장실)로 구성되어있으며 거실은 차분한 거실과 풍차가 줄지어진 바다를 볼 수 있는 통유리 거실로 나누어져있습니다. 통유리 밖으로 보이는 제주도의 아름다운 모습을 보며, 차를 마시며 힐링할 수 있습니다. 침실에서는 테라스의 올리브 나무가 보이며 편안한 공간에서 휴식을 취할 수 있습니다. 테라스에는 자쿠지가 있으며 하룻동안의 피곤을 풀 수 있는 공간입니다. 비스포크 정수기, 미니냉장고가 구비되어있고 차와 다도용품을 제공해주십니다. 낮에는 창 밖으로 푸른 바다와 함께 돌아가는 풍차의 모습을 볼 수 있고, 노을이 지는 저녁에는 해가 넘어가는 모습을 볼 수 있는 아름다운 공간입니다. 소중한 사람들과 함께 제주의 풍경을 즐기며 휴식을 취하기 좋은 공간으로 추천드립니다 :)제주 서쪽의 풍차와 멋진 노을을 보며 힐링할 수 있는 공간☑️ 10살 이상 사용가능☑️ 2022년까지는 2인 예약만 가능합니다.☑️ 12-2월에는 자쿠지 이용 시 추가비용 발생 ————————————————서정적인 위치: 제주 한경면 (자세한 위치는 예약시 확인가능) 체크인 : 16:00체크아웃: 11:00가격 : 270,000원(비수기기준)숙소문의: @lyrical_jeju—————————————————🏷감성비앤비와 함께 호캉스 #감성비앤비🏷제주로 떠날 계획이라면 #감성비앤비_제주사진출처: @lazy._.sun @lyrical_jeju#홍보 #제주숙소 #제주서쪽숙소 #제주감성숙소 #감성숙소 #신상숙소 #제주숙소추천 #신창풍차해안도로 #독채숙소 #제주독채숙소 #제주독채펜션 #제주한경면숙소 #한경면숙소 #협재숙소 #서정적인 #제주서정적인",2021-09-24,457,"['#제주_서정적인제주', '#감성비앤비🏷제주로', '#감성비앤비_제주사진출처:', '#홍보', '#제주숙소', '#제주서쪽숙소', '#제주감성숙소', '#감성숙소', '#신상숙소', '#제주숙소추천', '#신창풍차해안도로', '#독채숙소', '#제주독채숙소', '#제주독채펜션', '#제주한경면숙소', '#한경면숙소', '#협재숙소', '#서정적인', '#제주서정적인']",서정적인,0,
45,"#제주_서월화제주 동쪽 끝, 조용한 마을 종달리에 위치한 신상 독채숙소 '서월화'서월화; 새벽에 뜬 달의 꽃이라는 의미를 가진 오래된 구옥을 리모델링한 곳으로, 옛 구옥의 특징을 살려 옛스러움과 제주스러움이 가득 느껴지는 2인 전용 아담한 숙소입니다. 빈티지한 무드가 느껴지는 아늑한 공간에서 편안하게 머무르며 둘만의 따뜻하고 행복한 추억을 쌓기에 정말 좋은 공간입니다.침대에 누워 창 밖으로 성산일출봉을 보실 수 있으며, 성산일출봉이 보이는 프라이빗한 욕조에서 반신욕을 하며 와인 한 잔과 함께 분위기를 내면서 여행의 피로를 풀고 소중한 사람과 따뜻하고 달콤한 하루를 보내실 수 있습니다.선선한 계절에 달 아래 야외 테이블에 앉아 밤 하늘의 별을 보며 조용하고 잔잔한 제주를 느끼실 수 있으며, 넷플릭스 가능한 빔프로젝터와 LP턴테이블이 준비되어있어 쉽게 잠들지 못하는 여행의 아쉬움을 채워줄 수 있습니다.빵과 제주감귤주스, 딸기쨈과 레몬딜버터가 담긴 조식바구니가 제공되어 토스터기에 빵을 굽고 딸기쨈과 레몬딜버터를 발라 간단하면서도 맛있는 조식을 드실 수 있습니다. 날씨가 좋은 날엔 야외테이블에서 여유롭게 즐겨주셔도 좋을 것 같아요.제주스러운 분위기가 가득한 공간에서 둘만의 아늑하고 따뜻한 하루를 보내며 휴식을 취할 수 있는 곳————————————————서월화위치: 제주시 구좌읍 종달리 1101체크인: 16:00체크아웃: 10:30가격: 180000원 (2박이상 우선예약 후 1박 예약 가능 문의, 연박할인시 2박 35만원)숙소문의: @seowolhwa_—————————————————🏷감성비앤비와 함께 호캉스 #감성비앤비🏷제주로 떠날 계획이라면 #감성비앤비_제주사진출처: @seowolhwa_#홍보 #제주숙소 #종달리숙소 #제주동쪽숙소 #제주숙소추천 #제주도숙소 #제주동쪽숙소추천 #제주독채숙소 #제주동쪽여행 #제주신상숙소 #제주커플숙소 #제주커플여행 #독채숙소 #제주감성숙소 #제주자쿠지 #구좌읍숙소 #성산일출봉 #제주조식 #제주조식숙소 #서월화",2021-09-23,1282,"['#제주_서월화제주', '#감성비앤비🏷제주로', '#감성비앤비_제주사진출처:', '#홍보', '#제주숙소', '#종달리숙소', '#제주동쪽숙소', '#제주숙소추천', '#제주도숙소', '#제주동쪽숙소추천', '#제주독채숙소', '#제주동쪽여행', '#제주신상숙소', '#제주커플숙소', '#제주커플여행', '#독채숙소', '#제주감성숙소', '#제주자쿠지', '#구좌읍숙소', '#성산일출봉', '#제주조식', '#제주조식숙소', '#서월화']",서월화,0,
46,"#제주_광이멀스테이제주 서쪽 한림에 위치하고있는 프라이빗한 독채풀빌라펜션 '광이멀스테이''광이멀스테이'는 사계절 온수풀과 스파, 프라이빗한 넓은 정원을 오붓하게 즐길 수 있는 독채풀빌라숙소입니다.총 3개의 건물이 있으며, 101호,102호,103호로 구성되어있습니다. 약 50평의 크기로, 모든 객실이 복층구조이며, 스파와 풀빌라를 이용할 수 있으며, 테라스에서 바베큐도 즐길 수 있습니다. 최대 8명까지 수용가능해, 커플 뿐만아니라 가족들과의 여행숙소로도 추천드리는 곳입니다 :)내부공간은 전체적으로 화이트와 우드인테리어로, 감성적이고 아늑한 분위기의 공간입니다. 복층구조로 층고가 높아 뻥 뚫린 느낌을 받을 수 있으며, 넓은 공간 모두를 이용할 수 있습니다.사계절 온수풀은 매우 큰 크기로, 여러명이 들어가도 편안히 놀 수 있고, 폴딩도어를 열어 제주의 멋진 모습을 바라보며 수영을 즐길 수도 있습니다. 멀리 바다가 보이고, 서쪽에 위치해있어 제주의 아름다운 노을도 한 눈에 담을 수 있습니다. 저녁에는 별로 가득찬 제주의 푸른 밤 하늘 아래에서 소중한 사람들과 함께 바베큐를 즐기며 좋은 추억도 쌓을 수 있습니다. 어메니티는 몰튼브라운이 준비되어있습니다. 위치상 협재해수욕장과 차로 10분정도 거리기 때문에 접근성도 매우 좋습니다.이국적이고, 가만히 있어도 힐링되는 공간으로, 제주에 와서 편히 쉬시다 가고싶은 분들께 추천드립니다 :)제주의 멋진 풍경을 보며 풀빌라&스파를 즐길 수 있는 독채풀빌라펜션 ————————————————광이멀스테이위치: 제주특별자치도 제주시 한림읍 상대리 1319-1체크인 : 16:00체크아웃: 11:00가격 : 650,000원 (비수기 평일 2명기준)숙소문의: @gwangimeolstay —————————————————🏷감성비앤비와 함께 호캉스 #감성비앤비🏷제주로 떠날 계획이라면 #감성비앤비_제주사진출처: @pinkboll_limi @do.whatiwant @j_____joo_ @hanna_hand @true_kk @daaq808#홍보 #제주숙소 #제주숙소추천 #제주풀빌라 #제주풀빌라펜션 #제주서쪽숙소 #제주감성숙소 #풀빌라펜션 #풀빌라펜션추천 #제주독채숙소 #제주한림숙소 #제주독채풀빌라 #광이멀스테이",2021-09-20,371,"['#제주_광이멀스테이제주', '#감성비앤비🏷제주로', '#감성비앤비_제주사진출처:', '#홍보', '#제주숙소', '#제주숙소추천', '#제주풀빌라', '#제주풀빌라펜션', '#제주서쪽숙소', '#제주감성숙소', '#풀빌라펜션', '#풀빌라펜션추천', '#제주독채숙소', '#제주한림숙소', '#제주독채풀빌라', '#광이멀스테이']",광이멀스테이,0,제주특별자치도 제주시 한림읍 상대리 1319-1 광이멀 스테이
